url,name_status,bride_age,groom_age
http://www.nytimes.com/1985/09/29/style/brendan-thomas-byrne-jr-marries-barbara-moakler-at-mount-holyoke.html,taking,,
http://www.nytimes.com/1985/10/13/style/suzanne-benson-wed-to-robert-e-robotti.html,unclear,,
http://www.nytimes.com/1985/11/18/style/jane-maccallum-becomes-a-bride.html,taking,,
http://www.nytimes.com/1985/12/01/style/holly-elizabeth-brown-becomes-bride-in-rye.html,taking,,
http://www.nytimes.com/1985/11/03/style/miss-bothwell-married-to-gregory-c-ferrero.html,taking,,
http://www.nytimes.com/1985/12/01/style/cecile-owens-is-bride.html,unclear,,
http://www.nytimes.com/1985/09/29/style/madeleine-f-shipley-weds-selden-r-dickinson.html,unclear,,
http://www.nytimes.com/1985/12/02/style/deana-may-diamond-marries-seth-linfield.html,taking,,
http://www.nytimes.com/1985/12/01/style/gail-pilgrim-wed-to-bruce-johnson.html,unclear,,
http://www.nytimes.com/1985/12/29/style/nancy-ellen-trommer-married-in-forest-hills.html,unclear,,
http://www.nytimes.com/1985/11/17/style/thelma-white-marries-philadelphia-physician.html,taking,,
http://www.nytimes.com/1985/09/29/style/c-g-carey-wed-to-miss-gordon.html,taking,,
http://www.nytimes.com/1985/12/23/style/shari-wyner-is-bride-of-richard-narva.html,keeping,,
http://www.nytimes.com/1985/09/23/style/karin-rose-kahn-weds-j-a-lebed.html,keeping,,
http://www.nytimes.com/1985/12/29/style/mark-andrew-butler-marries-maria-hansen.html,taking,,
http://www.nytimes.com/1985/09/23/style/tracy-ann-strousse-weds-andrew-hardenbergh.html,keeping,,
http://www.nytimes.com/1985/11/17/style/robert-b-faibrother-weds-bonnie-mehlin.html,taking,,
http://www.nytimes.com/1985/11/10/style/john-t-brady-jr-advertising-aide-weds-ellen-kelly.html,taking,,
http://www.nytimes.com/1985/12/23/style/lisa-diaz-is-the-bride-of-michael-c-nash-jr.html,taking,,
http://www.nytimes.com/1985/09/29/style/dr-diane-young-wed-to-dr-robert-j-mich.html,keeping,,
http://www.nytimes.com/1985/10/20/style/naidia-cascio-is-a-bride.html,unclear,,
http://www.nytimes.com/1985/10/27/style/pamela-kanner-producer-married-to-edward-henry.html,taking,,
http://www.nytimes.com/1985/11/03/style/barbara-goldsmith-wed-to-dr-michael-schacter.html,taking,,
http://www.nytimes.com/1985/09/23/style/m-susan-roy-marries-randall-mark-rothenberg.html,keeping,,
http://www.nytimes.com/1985/09/23/style/hillary-cole-is-married.html,unclear,,
http://www.nytimes.com/1985/12/01/style/miss-dorsey-wed-to-g-f-robison.html,keeping,,
http://www.nytimes.com/1985/10/20/style/sharon-kelly-marries.html,taking,,
http://www.nytimes.com/1985/12/29/style/diane-decordova-wed-at-princeton.html,taking,,
http://www.nytimes.com/1985/09/23/style/sheila-franklin-wed-to-thomas-lieber.html,taking,,
http://www.nytimes.com/1985/12/15/style/john-young-and-barbara-fast-bissell-executives-are-married-at-st-bart-s.html,taking,,
http://www.nytimes.com/1985/04/29/style/miss-cohen-a-writer-wed-to-robert-palmer-a-critic.html,keeping,,
http://www.nytimes.com/1985/10/06/style/dorothy-wilson-becomes-a-bride.html,taking,,
http://www.nytimes.com/1985/10/27/style/miss-taylor-wed-to-charles-leedy.html,taking,,
http://www.nytimes.com/1985/12/30/style/roberta-ann-steinfeld-weds-jonathan-v-jacobson.html,taking,,
http://www.nytimes.com/1985/12/16/style/miss-de-marinis-bride-of-richard-brockhume.html,taking,,
http://www.nytimes.com/1985/09/29/style/dt-d-antonio-wed-to-miss-pell.html,taking,,
http://www.nytimes.com/1985/11/17/style/dorothy-milner-weds-walter-pease-jr.html,taking,,
http://www.nytimes.com/1985/12/15/style/julia-harris-wed-to-e-z-hughes.html,taking,,
http://www.nytimes.com/1985/10/06/style/brenda-dallas-griffin-is-wed-in-connecticut.html,taking,,
http://www.nytimes.com/1985/09/29/style/chessye-foss-hill-becomes-the-bride-of-frederick-moseley-4th-in-princeton.html,taking,,
http://www.nytimes.com/1985/10/20/style/alice-wheeler-becomes-bride-of-peter-morris.html,keeping,,
http://www.nytimes.com/1985/11/11/style/dr-judith-e-levy-married-to-dr-mitchell-a-maiman.html,unclear,,
http://www.nytimes.com/1985/10/27/style/angela-campbell-becomes-a-bride.html,keeping,,
http://www.nytimes.com/1985/11/11/style/peminger-weds-ira-artman.html,taking,,
http://www.nytimes.com/1985/12/29/style/melissa-j-horton-weds-c-s-banks.html,taking,,
http://www.nytimes.com/1985/09/29/style/betsy-h-martens-becomes-a-bride.html,taking,,
http://www.nytimes.com/1985/11/11/style/deborah-sussmann-is-wed.html,unclear,,
http://www.nytimes.com/1985/11/18/style/barbara-kaplan-marries.html,unclear,,
http://www.nytimes.com/1985/12/01/style/helen-j-crettier-becomes-a-bride.html,unclear,,
http://www.nytimes.com/1985/11/18/style/bette-miller-married-to-dr-robert-gromis.html,taking,,
http://www.nytimes.com/1985/11/18/style/victoria-louise-schwartz-married-to-alan-rudolph.html,unclear,,
http://www.nytimes.com/1985/11/25/style/gail-s-schneider-marries-capt-jonathan-p-kushner.html,unclear,,
http://www.nytimes.com/1985/11/25/style/joan-feinstein-a-bride.html,taking,,
http://www.nytimes.com/1985/12/29/style/deborah-morelli-and-john-wygal-are-wed-in-rye.html,taking,,
http://www.nytimes.com/1985/12/08/style/sahibzada-kemal-wed-to-dr-mary-di-maio.html,keeping,,
http://www.nytimes.com/1985/12/15/style/leesa-kelly-marries-timothy-donner.html,unclear,,
http://www.nytimes.com/1985/10/28/style/miss-woldenberg-becomes-a-bride.html,taking,,
http://www.nytimes.com/1985/12/15/style/elizabeth-heard-weds-peter-donald.html,keeping,,
http://www.nytimes.com/1985/11/25/style/richard-sasanow-marries-terri-s-feinstein-lawyer.html,taking,,
http://www.nytimes.com/1985/10/06/style/sarah-rossbach-a-writer-is-married-to-douglas-m-fleming-an-executive.html,taking,,
http://www.nytimes.com/1985/12/01/style/harold-f-bloomer-jr-weds-ann-f-donald.html,unclear,,
http://www.nytimes.com/1985/10/13/style/deborah-cary-rubin-weds-douglas-casper-szlompek.html,unclear,,
http://www.nytimes.com/1985/09/29/style/mary-mcdonald-james-m-carolan-exchange-vows.html,taking,,
http://www.nytimes.com/1985/10/06/style/meredith-britz-is-married.html,unclear,,
http://www.nytimes.com/1985/11/10/style/jennie-corbett-bride-of-cary-b-samowitz.html,keeping,,
http://www.nytimes.com/1985/11/03/style/laurie-e-oosting-wed-to-a-banker.html,taking,,
http://www.nytimes.com/1985/10/06/style/lynn-m-sarajian-becomes-bride-of-ray-price-3d.html,unclear,,
http://www.nytimes.com/1985/11/03/style/vanessa-futrell-becomes-bride-of-john-m-hartman.html,taking,,
http://www.nytimes.com/1985/11/25/style/maria-a-danzilo-lawyer-marries-david-roy-smith.html,unclear,,
http://www.nytimes.com/1985/10/13/style/a-harvard-bridal-for-miss-traynor.html,unclear,,
http://www.nytimes.com/1985/11/10/style/dr-whitehead-a-veterinarian-weds-in-jersey.html,keeping,,
http://www.nytimes.com/1985/12/15/style/nancy-l-major-becomes-a-bride.html,unclear,,
http://www.nytimes.com/1985/10/27/style/david-a-nolletti-weds-jennifer-leigh-wallach.html,taking,,
http://www.nytimes.com/1985/12/08/style/miss-de-la-bruyere-becomes-a-bride.html,taking,,
http://www.nytimes.com/1985/12/01/style/robert-cantor-marries-margo-levine-lawyer.html,keeping,,
http://www.nytimes.com/1985/12/01/style/diane-chaplin-is-wed-to-david-m-kelleher.html,keeping,,
http://www.nytimes.com/1985/10/13/style/julie-ero-gaughran-is-married-to-garth-anderson.html,taking,,
http://www.nytimes.com/1985/09/29/style/david-j-biggar-is-wed-to-elisabeth-c-brady.html,unclear,,
http://www.nytimes.com/1985/11/24/style/catherine-cheung-weds-a-p-moon.html,keeping,,
http://www.nytimes.com/1985/12/16/style/lisa-kurtz-marries.html,unclear,,
http://www.nytimes.com/1985/12/01/style/sheryl-bills-senior-editor-is-wed-to-john-m-heckler.html,taking,,
http://www.nytimes.com/1985/10/06/style/valerie-coufos-marries.html,taking,,
http://www.nytimes.com/1985/11/03/style/lucie-guernsey-a-bank-officer-becomes-a-bride.html,keeping,,
http://www.nytimes.com/1985/12/30/style/deborah-burns-is-the-bride-of-bjorn-eric-nielsen.html,taking,,
http://www.nytimes.com/1985/11/03/style/wendy-freench-is-wed-to-ian-bullock-carver.html,taking,,
http://www.nytimes.com/1985/11/03/style/melissa-ann-marek-wed-to-philip-babb.html,keeping,,
http://www.nytimes.com/1985/10/06/style/miss-murray-has-wedding.html,taking,,
http://www.nytimes.com/1985/11/10/style/phebe-a-liu-wed-to-stephen-j-garvin.html,unclear,,
http://www.nytimes.com/1985/11/10/style/lisa-birge-nolen-j-s-birmingham-marry-in-bedford.html,taking,,
http://www.nytimes.com/1985/11/04/style/marc-mitchell-chapman-wed-to-bonnie-a-finkel.html,unclear,,
http://www.nytimes.com/1985/10/06/style/jill-e-kester-marries-barnabus-hugh-kelley.html,taking,,
